sentence|sentiment|chapter|book|spells|characters|groups
 The murder of Pettigrew and all those  Muggles was the action of a cornered and desperate  man — cruel |-0.9169|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Peter Pettigrew'}|{'Death Eater', 'Marauder'}
 pointless|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Yet I met Black on my last  inspection of Azkaban|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 You know, most of the  prisoners in there sit muttering to themselves in the  dark; there’s no sense in them |-0.6969|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 but I was shocked  at how normal Black seemed|-0.4497|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 He spoke quite  rationally to me|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 It was unnerving|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 You’d have  thought he was merely bored — asked if I’d finished  with my newspaper, cool as you please, said he  missed doing the crossword|0.0772|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Yes, I was astounded at  how little effect the dementors seemed to be having on  him — and he was one of the most heavily guarded in  the place, you know|0.6705|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Dementors outside his door day  and night|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “But what do you think he’s broken out to do?” said  Madam Rosmerta|-0.4767|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Madam Rosmerta'}|set()
 “Good gracious, Minister, he isn’t  trying to rejoin You-Know-Who, is he?”  “I daresay that is his — er — eventual plan,” said  Fudge evasively|0.5574|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Cornelius Fudge', 'Tom Marvolo Riddle'}|{'Ministry'}
 “But we hope to catch Black long  before that|0.4404|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 I must say, You-Know-Who alone and  friendless is one thing |-0.5423|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Tom Marvolo Riddle'}|set()
 but give him back his most  devoted servant, and I shudder to think how quickly  he’ll rise again|0.611|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  There was a small chink of glass on wood|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Someone  had set down their glass|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “You know, Cornelius, if you’re dining with the  headmaster, we’d better head back up to the castle,”  said Professor McGonagall|0.4404|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Cornelius Fudge', 'Minerva McGonagall'}|{'Ministry', 'Teacher', 'Order of the Phoenix'}
  One by one, the pairs of feet in front of Harry took the  weight of their owners once more; hems of cloaks  swung into sight, and Madam Rosemerta’s glittering  heels disappeared behind the bar|-0.2263|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 The door of the  Three Broomsticks opened again, there was another  flurry of snow, and the teachers had disappeared|-0.2263|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Harry?”  Ron’s and Hermione’s faces appeared under the table|0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  They were both staring at him, lost for words|-0.3182|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  |0.0|45 The Marauder’S Map  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
46 THE FIREBOLT  |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
Harry didn’t have a very clear idea of how he had  managed to get back into the Honeydukes cellar,  through the tunnel, and into the castle once more|0.4391|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 All  he knew was that the return trip seemed to take no  time at all, and that he hardly noticed what he was  doing, because his head was still pounding with the  conversation he had just heard|-0.296|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  Why had nobody ever told him? Dumbledore, Hagrid,  Mr Weasley, Cornelius Fudge |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Cornelius Fudge', 'Arthur Weasley'}|{'Order of the Phoenix', 'Gamekeeper', 'Ministry', 'Teacher', 'Weasley Family'}
 why hadn’t anyone  ever mentioned the fact that Harry’s parents had died  because their best friend had betrayed them?  Ron and Hermione watched Harry nervously all  through dinner, not daring to talk about what they’d  overheard, because Percy was sitting close by them|-0.4423|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Percy Weasley', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Minstry', 'Potter Family', 'Gryffindor Quidditch'}"
  When they went upstairs to the crowded common  room, it was to find Fred and George had set off half a  dozen Dungbombs in a fit of end-of-term high spirits|0.3612|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Mundungus Fletcher', 'Fred Weasley', 'George Weasley'}|"{'Order of the Phoenix', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  Harry, who didn’t want Fred and George asking him  whether he’d reached Hogsmeade or not, sneaked  quietly up to the empty dormitory and headed  straight for his bedside cabinet|0.2023|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'George Weasley', 'Fred Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He pushed his books  aside and quickly found what he was looking for —  the leather-bound photo album Hagrid had given him  two years ago, which was full of wizard pictures of his  mother and father|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid'}|{'Teacher', 'Order of the Phoenix', 'Gamekeeper'}
 He sat down on his bed, drew the  hangings around him, and started turning the pages,  searching, until |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  He stopped on a picture of his parents’ wedding day|-0.2263|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  There was his father waving up at him, beaming, the  untidy black hair Harry had inherited standing up in  all directions|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 There was his mother, alight with  happiness, arm in arm with his dad|0.5574|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 And there |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  that must be him|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Their best man |0.6369|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Harry had never  given him a thought before|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  If he hadn’t known it was the same person, he would  never have guessed it was Black in this old  photograph|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 His face wasn’t sunken and waxy, but  handsome, full of laughter|0.8625|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Had he already been  working for Voldemort when this picture had been  taken? Was he already planning the deaths of the two  people next to him? Did he realize he was facing  twelve years in Azkaban, twelve years that would  make him unrecognizable?  But the dementors don’t affect him, Harry thought,  staring into the handsome, laughing face|0.879|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Tom Marvolo Riddle'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He doesn’t  have to hear my mum screaming if they get too close —  Harry slammed the album shut, reached over and  stuffed it back into his cabinet, took off his robe and  glasses and got into bed, making sure the hangings  were hiding him from view|-0.2732|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  The dormitory door opened|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “Harry?” said Ron’s voice uncertainly|-0.34|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  But Harry lay still, pretending to be asleep|0.1531|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He heard  Ron leave again, and rolled over on his back, his eyes  wide open|-0.0516|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  A hatred such as he had never known before was  coursing through Harry like poison|-0.7351|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He could see  Black laughing at him through the darkness, as  though somebody had pasted the picture from the  album over his eyes|0.296|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 He watched, as though  somebody was playing him a piece of film, Sirius  Black blasting Peter Pettigrew (who resembled Neville  Longbottom) into a thousand pieces|0.2023|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Peter Pettigrew', 'Neville Longbottom'}|"{'Death Eater', 'Order of the Phoenix', 'Marauders', 'Marauder', 'Gryffindor', ""Dumbledore's Army"", 'Black Family'}"
 He could hear  (though having no idea what Black’s voice might  sound like) a low, excited mutter|0.1531|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 “It has happened,  My Lord |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 the Potters have made me their Secret-  Keeper|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
” And then came another voice, laughing  shrilly, the same laugh that Harry heard inside his  head whenever the dementors drew near|0.7783|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Harry, you — you look terrible|-0.4767|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
”  Harry hadn’t gotten to sleep until daybreak|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He had  awoken to find the dormitory deserted, dressed, and  gone down the spiral staircase to a common room  that was completely empty except for Ron, who was  eating a Peppermint Toad and massaging his  stomach, and Hermione, who had spread her  homework over three tables|-0.2716|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “Where is everyone?” said Harry|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Gone! It’s the first day of the holidays, remember?”  said Ron, watching Harry closely|0.4389|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 “It’s nearly  lunchtime; I was going to come and wake you up in a  minute|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  Harry slumped into a chair next to the fire|-0.34|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Snow was  still falling outside the windows|-0.1531|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Crookshanks was  spread out in front of the fire like a large, ginger rug|0.0258|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Crookshanks'}|{'Pet'}
  “You really don’t look well, you know,” Hermione said,  peering anxiously into his face|0.1189|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
  “I’m fine,” said Harry|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Harry, listen,” said Hermione, exchanging a look with  Ron, “you must be really upset about what we heard  yesterday|-0.4391|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 But the thing is, you mustn’t go doing  anything stupid|-0.6808|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “Like what?” said Harry|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Like trying to go after Black,” said Ron sharply|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Gryffindor Quidditch'}"
  Harry could tell they had rehearsed this conversation  while he had been asleep|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He didn’t say anything|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “You won’t, will you, Harry?” said Hermione|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
  “Because Black’s not worth dying for,” said Ron|-0.1695|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Gryffindor Quidditch'}"
  Harry looked at them|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 They didn’t seem to  understand at all|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  “D’you know what I see and hear every time a  dementor gets too near me?” Ron and Hermione  shook their heads, looking apprehensive|-0.1027|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “I can hear  my mum screaming and pleading with Voldemort|-0.3818|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Tom Marvolo Riddle'}|set()
  And if you’d heard your mum screaming like that,  just about to be killed, you wouldn’t forget it in a  hurry|-0.7579|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 And if you found out someone who was  supposed to be a friend of hers betrayed her and sent  Voldemort after her — ”  “There’s nothing you can do!” said Hermione, looking  stricken|-0.6588|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Tom Marvolo Riddle', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 “The dementors will catch Black and he’ll go  back to Azkaban and — and serve him right!”  “You heard what Fudge said|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Cornelius Fudge'}|{'Black Family', 'Marauders', 'Ministry', 'Order of the Phoenix'}
 Black isn’t affected by  Azkaban like normal people are|0.2263|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 It’s not a  punishment for him like it is for the others|0.6283|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
”  “So what are you saying?” said Ron, looking very  tense|-0.4005|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 “You want to — to kill Black or something?”  “Don’t be silly,” said Hermione in a panicky voice|-0.7845|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Hermione Granger'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family'}"
  “Harry doesn’t want to kill anyone, do you, Harry?”  Again, Harry didn’t answer|-0.6597|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter'}|"{'Golden Trio', 'Gryffindor', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 He didn’t know what he  wanted to do|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 All he knew was that the idea of doing  nothing, while Black was at liberty, was almost more  than he could stand|0.5267|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
  “Malfoy knows,” he said abruptly|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
 “Remember what  he said to me in Potions? ‘If it was me, I’d hunt him  down myself|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 I’d want revenge|-0.4767|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
’ ”  “You’re going to take Malfoy ’s advice instead of ours?”  said Ron furiously|-0.4404|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy', 'Ron Weasley'}|"{'Slytherin', 'Golden Trio', 'Inquisitorial Squad', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Slytherin Quidditch', 'Gryffindor Quidditch'}"
 “Listen |0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 you know what  Pettigrew’s mother got back after Black had finished  with him? Dad told me — the Order of Merlin, First  Class, and Pettigrew’s finger in a box|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Peter Pettigrew'}|{'Death Eater', 'Order of the Phoenix', 'Marauders', 'Marauder', 'Black Family'}
 That was the  biggest bit of him they could find|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Black’s a madman,  Harry, and he’s dangerous — ”  “Malfoy’s dad must have told him,” said Harry,  ignoring Ron|-0.7003|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter', 'Draco Malfoy', 'Ron Weasley'}|"{'Slytherin', 'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Inquisitorial Squad', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Slytherin Quidditch', 'Potter Family', 'Gryffindor Quidditch'}"
 “He was right in Voldemort’s inner  circle — ”  “ Say You-Knotu-Who, will you?” interjected Ron  angrily|-0.4215|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Tom Marvolo Riddle', 'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “ — so obviously, the Malfoys knew Black was working  for Voldemort — ”  “ — and Malfoy’d love to see you blown into about a  million pieces, like Pettigrew! Get a grip|0.7901|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Peter Pettigrew', 'Tom Marvolo Riddle', 'Draco Malfoy'}|{'Slytherin', 'Death Eater', 'Order of the Phoenix', 'Marauders', 'Inquisitorial Squad', 'Marauder', 'Prefect', 'Black Family', 'Slytherin Quidditch'}
 Malfoy’s just  hoping you 11 get yourself killed before he has to play  you at Quidditch|-0.0772|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Draco Malfoy'}|{'Slytherin', 'Slytherin Quidditch', 'Inquisitorial Squad', 'Prefect'}
”  “Harry, please,” said Hermione, her eyes now shining  with tears, “please be sensible|-0.2263|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Harry Potter', 'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Potter Family', 'Gryffindor Quidditch'}"
 Black did a terrible,  terrible thing, but d-don’t put yourself in danger, it’s  what Black wants|-0.8271|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black'}|{'Black Family', 'Marauders', 'Order of the Phoenix'}
 Oh, Harry, you’d be playing  right into Black’s hands if you went looking for him|0.2023|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  Your mum and dad wouldn’t want you to get hurt,  would they? They’d never want you to go looking for  Black!”  “I’ll never know what they’d have wanted, because  thanks to Black, I’ve never spoken to them,” said  Harry shortly|-0.1813|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Gryffindor', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  There was a silence in which Crookshanks stretched  luxuriously, flexing his claws|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Crookshanks'}|{'Pet'}
 Ron’s pocket quivered|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Ron Weasley'}|"{'Golden Trio', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
  “Look,” said Ron, obviously casting around for a  change of subject, “it’s the holidays! It’s nearly  Christmas! Let’s — let’s go down and see Hagrid|0.4912|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Gryffindor Quidditch'}"
 We  haven’t visited him for ages!”  “No!” said Hermione quickly|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Hermione Granger'}|"{'Golden Trio', 'Gryffindor', 'Prefect', ""Dumbledore's Army""}"
 “Harry isn’t supposed to  leave the castle, Ron — ”  “Yeah, let’s go,” said Harry, sitting up, “and I can ask  him how come he never mentioned Black when he  told me all about my parents!”  Further discussion of Sirius Black plainly wasn’t  what Ron had had in mind|-0.126|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Sirius Black', 'Harry Potter', 'Ron Weasley'}|"{'Golden Trio', 'Order of the Phoenix', 'Marauders', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Black Family', 'Potter Family', 'Gryffindor Quidditch'}"
  “Or we could have a game of chess,” he said hastily,  “or Gobstones|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
 Percy left a set — ”  “No, let’s visit Hagrid,” said Harry firmly|0.0|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|{'Rubeus Hagrid', 'Percy Weasley', 'Harry Potter'}|"{'Golden Trio', 'Order of the Phoenix', 'Gamekeeper', 'Teacher', 'Weasley Family', 'Gryffindor', 'Prefect', ""Dumbledore's Army"", 'Minstry', 'Potter Family', 'Gryffindor Quidditch'}"
  So they got their cloaks from their dormitories and set  off through the portrait hole (“Stand and fight, you  yellow-bellied mongrels!”), down through the empty  castle and out through the oak front doors|-0.5707|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
  They made their way slowly down the lawn, making a  shallow trench in the glittering, powdery snow, their  socks and the hems of their cloaks soaked and  freezing|-0.1027|46 The Firebolt  |3 Harry Potter And The Prisoner Of Azkaban|[]|set()|set()
